,material_id,formation_energy_per_atom,ealstic_vector,pretty_formula,cif
265,NiCr50_0,-64.9206985441956, 141.978620091109,NiCr50,"# generated using pymatgen
 data_CrNi
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.97803174
_cell_length_b   4.97803174
_cell_length_c   7.04000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CrNi
_chemical_formula_sum   'Cr8 Ni8'
_cell_volume   174.45683200
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ni  Ni0  1  0.00716928  0.00000000  0.00000000  1
  Ni  Ni1  1  0.24674528  0.25298799  0.24997629  1
  Cr  Cr2  1  0.00638342  0.00000000  0.50000000  1
  Ni  Ni3  1  0.24674528  0.25298799  0.75002371  1
  Ni  Ni4  1  0.00582542  0.50000000  0.00000000  1
  Ni  Ni5  1  0.24674528  0.74701201  0.24997629  1
  Ni  Ni6  1  0.00572438  0.50000000  0.50000000  1
  Ni  Ni7  1  0.24674528  0.74701201  0.75002371  1
  Cr  Cr8  1  0.49535329  0.00000000  0.00000000  1
  Cr  Cr9  1  0.75259105  0.25272450  0.24999946  1
  Cr  Cr10  1  0.49540012  0.00000000  0.50000000  1
  Cr  Cr11  1  0.75259105  0.25272450  0.75000054  1
  Cr  Cr12  1  0.49378003  0.50000000  0.00000000  1
  Cr  Cr13  1  0.75259105  0.74727550  0.24999946  1
  Ni  Ni14  1  0.49301874  0.50000000  0.50000000  1
  Cr  Cr15  1  0.75259105  0.74727550  0.75000054  1
" 
266,NiCr10_11,-70.3334722215296, 168.756022240358,NiCr10,"# generated using pymatgen
 data_CrNi15
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.97803174
_cell_length_b   4.97803174
_cell_length_c   7.04000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CrNi15
_chemical_formula_sum   'Cr1 Ni15'
_cell_volume   174.45683200
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ni  Ni0  1  0.99856945  0.00143055  0.00130453  1
  Ni  Ni1  1  0.25000000  0.25000000  0.25000000  1
  Ni  Ni2  1  0.99856945  0.00143055  0.49869547  1
  Ni  Ni3  1  0.25000000  0.25000000  0.75000000  1
  Ni  Ni4  1  0.99856945  0.49856945  0.00130453  1
  Ni  Ni5  1  0.25000000  0.75000000  0.25000000  1
  Ni  Ni6  1  0.99856945  0.49856945  0.49869547  1
  Cr  Cr7  1  0.25000000  0.75000000  0.75000000  1
  Ni  Ni8  1  0.50143055  0.00143055  0.00130453  1
  Ni  Ni9  1  0.75000000  0.25000000  0.25000000  1
  Ni  Ni10  1  0.50143055  0.00143055  0.49869547  1
  Ni  Ni11  1  0.75000000  0.25000000  0.75000000  1
  Ni  Ni12  1  0.50143055  0.49856945  0.00130453  1
  Ni  Ni13  1  0.75000000  0.75000000  0.25000000  1
  Ni  Ni14  1  0.50143055  0.49856945  0.49869547  1
  Ni  Ni15  1  0.75000000  0.75000000  0.75000000  1
" 
267,FeCr60_12,-63.6205709850101, 185.875229477775,FeCr60,"# generated using pymatgen
 data_Cr9Fe7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.97803174
_cell_length_b   4.97803174
_cell_length_c   7.04000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cr9Fe7
_chemical_formula_sum   'Cr9 Fe7'
_cell_volume   174.45683200
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cr  Cr0  1  0.00742178  0.00560553  0.00000000  1
  Fe  Fe1  1  0.24925758  0.25074242  0.25701096  1
  Fe  Fe2  1  0.00092804  0.00162394  0.50000000  1
  Fe  Fe3  1  0.24925758  0.25074242  0.74298904  1
  Cr  Cr4  1  0.00225340  0.49774660  0.00000000  1
  Cr  Cr5  1  0.25222288  0.75267530  0.25152125  1
  Fe  Fe6  1  0.00076060  0.49923940  0.50000000  1
  Cr  Cr7  1  0.25222288  0.75267530  0.74847875  1
  Fe  Fe8  1  0.50086360  0.99913640  0.00000000  1
  Cr  Cr9  1  0.74732470  0.24777712  0.25152125  1
  Fe  Fe10  1  0.49815444  0.00184556  0.50000000  1
  Cr  Cr11  1  0.74732470  0.24777712  0.74847875  1
  Cr  Cr12  1  0.49439447  0.49257822  0.00000000  1
  Cr  Cr13  1  0.74961864  0.75038136  0.25004995  1
  Fe  Fe14  1  0.49837606  0.49907196  0.50000000  1
  Cr  Cr15  1  0.74961864  0.75038136  0.74995005  1
" 
268,FeCr80_13,-61.5678476953769, 204.714703091678,FeCr80,"# generated using pymatgen
 data_Cr3Fe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.97803174
_cell_length_b   4.97803174
_cell_length_c   7.04000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cr3Fe
_chemical_formula_sum   'Cr12 Fe4'
_cell_volume   174.45683200
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cr  Cr0  1  0.00089923  0.00076194  0.99974589  1
  Cr  Cr1  1  0.25296203  0.25201742  0.24903884  1
  Cr  Cr2  1  0.00154437  0.00133774  0.50035351  1
  Fe  Fe3  1  0.25029843  0.25149261  0.75163323  1
  Cr  Cr4  1  0.00147721  0.49843402  0.99967192  1
  Cr  Cr5  1  0.25138649  0.74895983  0.24935400  1
  Cr  Cr6  1  0.00153618  0.49828962  0.50049745  1
  Fe  Fe7  1  0.25020820  0.74883633  0.75138042  1
  Cr  Cr8  1  0.49860930  0.00212535  0.99938206  1
  Fe  Fe9  1  0.75011448  0.24991932  0.24887629  1
  Cr  Cr10  1  0.49820786  0.00140454  0.50078732  1
  Cr  Cr11  1  0.74845422  0.25130160  0.75047600  1
  Fe  Fe12  1  0.49938117  0.50027066  0.99800287  1
  Cr  Cr13  1  0.74815900  0.74750834  0.24975240  1
  Cr  Cr14  1  0.49834870  0.49835515  0.50092936  1
  Cr  Cr15  1  0.74841313  0.74898553  0.75011844  1
" 
269,NiFe50_9,-71.853954222093, 213.580585412835,NiFe50,"# generated using pymatgen
 data_FeNi
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.97803174
_cell_length_b   4.97803174
_cell_length_c   7.04000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   FeNi
_chemical_formula_sum   'Fe8 Ni8'
_cell_volume   174.45683200
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Fe  Fe0  1  0.00000000  0.00000000  0.99742706  1
  Fe  Fe1  1  0.25006819  0.24855892  0.25124139  1
  Ni  Ni2  1  0.00000000  0.00000000  0.50154929  1
  Ni  Ni3  1  0.24999377  0.24966068  0.74932450  1
  Fe  Fe4  1  0.00000000  0.50000000  0.99758971  1
  Fe  Fe5  1  0.25006819  0.75144108  0.25124139  1
  Ni  Ni6  1  0.00000000  0.50000000  0.50084439  1
  Ni  Ni7  1  0.24999377  0.75033932  0.74932450  1
  Ni  Ni8  1  0.50000000  0.00000000  0.99887373  1
  Fe  Fe9  1  0.74993181  0.24855892  0.25124139  1
  Ni  Ni10  1  0.50000000  0.00000000  0.50142307  1
  Ni  Ni11  1  0.75000623  0.24966068  0.74932450  1
  Fe  Fe12  1  0.50000000  0.50000000  0.99749021  1
  Fe  Fe13  1  0.74993181  0.75144108  0.25124139  1
  Fe  Fe14  1  0.50000000  0.50000000  0.50253896  1
  Ni  Ni15  1  0.75000623  0.75033932  0.74932450  1
" 
270,NiFe10_11,-71.5259856845377, 190.545120523847,NiFe10,"# generated using pymatgen
 data_FeNi15
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.97803174
_cell_length_b   4.97803174
_cell_length_c   7.04000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   FeNi15
_chemical_formula_sum   'Fe1 Ni15'
_cell_volume   174.45683200
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ni  Ni0  1  0.00000000  0.00000000  0.00000000  1
  Ni  Ni1  1  0.24985780  0.24985780  0.25030569  1
  Ni  Ni2  1  0.00000000  0.00000000  0.50000000  1
  Ni  Ni3  1  0.24985780  0.24985780  0.74969431  1
  Ni  Ni4  1  0.00000000  0.50000000  0.00000000  1
  Ni  Ni5  1  0.24985780  0.75014220  0.25030569  1
  Ni  Ni6  1  0.00000000  0.50000000  0.50000000  1
  Ni  Ni7  1  0.24985780  0.75014220  0.74969431  1
  Ni  Ni8  1  0.50000000  0.00000000  0.00000000  1
  Ni  Ni9  1  0.75014220  0.24985780  0.25030569  1
  Ni  Ni10  1  0.50000000  0.00000000  0.50000000  1
  Ni  Ni11  1  0.75014220  0.24985780  0.74969431  1
  Fe  Fe12  1  0.50000000  0.50000000  0.00000000  1
  Ni  Ni13  1  0.75014220  0.75014220  0.25030569  1
  Ni  Ni14  1  0.50000000  0.50000000  0.50000000  1
  Ni  Ni15  1  0.75014220  0.75014220  0.74969431  1
" 
271,NiCr80_9,-61.1536593055527, 141.024633439964,NiCr80,"# generated using pymatgen
 data_Cr3Ni
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.97803174
_cell_length_b   4.97803174
_cell_length_c   7.04000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cr3Ni
_chemical_formula_sum   'Cr12 Ni4'
_cell_volume   174.45683200
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cr  Cr0  1  0.00000000  0.00000000  0.00000000  1
  Ni  Ni1  1  0.25000000  0.25000000  0.25000000  1
  Ni  Ni2  1  0.00000000  0.00000000  0.50000000  1
  Cr  Cr3  1  0.25000000  0.25000000  0.75000000  1
  Cr  Cr4  1  0.00000000  0.50000000  0.00000000  1
  Cr  Cr5  1  0.25000000  0.75000000  0.25000000  1
  Cr  Cr6  1  0.00000000  0.50000000  0.50000000  1
  Cr  Cr7  1  0.25000000  0.75000000  0.75000000  1
  Cr  Cr8  1  0.50000000  0.00000000  0.00000000  1
  Cr  Cr9  1  0.75000000  0.25000000  0.25000000  1
  Cr  Cr10  1  0.50000000  0.00000000  0.50000000  1
  Cr  Cr11  1  0.75000000  0.25000000  0.75000000  1
  Ni  Ni12  1  0.50000000  0.50000000  0.00000000  1
  Cr  Cr13  1  0.75000000  0.75000000  0.25000000  1
  Cr  Cr14  1  0.50000000  0.50000000  0.50000000  1
  Ni  Ni15  1  0.75000000  0.75000000  0.75000000  1
" 
272,FeCr10_4,-65.7755030593588, 118.888530224417,FeCr10,"# generated using pymatgen
 data_CrFe15
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.97803174
_cell_length_b   4.97803174
_cell_length_c   7.04000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CrFe15
_chemical_formula_sum   'Cr1 Fe15'
_cell_volume   174.45683200
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Fe  Fe0  1  0.00109633  0.00109633  0.99837893  1
  Fe  Fe1  1  0.25000000  0.25000000  0.25000000  1
  Fe  Fe2  1  0.00109633  0.00109633  0.50162107  1
  Fe  Fe3  1  0.25000000  0.25000000  0.75000000  1
  Fe  Fe4  1  0.00109633  0.49890367  0.99837893  1
  Fe  Fe5  1  0.25000000  0.75000000  0.25000000  1
  Fe  Fe6  1  0.00109633  0.49890367  0.50162107  1
  Fe  Fe7  1  0.25000000  0.75000000  0.75000000  1
  Fe  Fe8  1  0.49890367  0.00109633  0.99837893  1
  Fe  Fe9  1  0.75000000  0.25000000  0.25000000  1
  Fe  Fe10  1  0.49890367  0.00109633  0.50162107  1
  Fe  Fe11  1  0.75000000  0.25000000  0.75000000  1
  Fe  Fe12  1  0.49890367  0.49890367  0.99837893  1
  Cr  Cr13  1  0.75000000  0.75000000  0.25000000  1
  Fe  Fe14  1  0.49890367  0.49890367  0.50162107  1
  Fe  Fe15  1  0.75000000  0.75000000  0.75000000  1
" 
273,NiFe60_1,-70.9176017803434, 211.322403136788,NiFe60,"# generated using pymatgen
 data_Fe9Ni7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.97803174
_cell_length_b   4.97803174
_cell_length_c   7.04000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Fe9Ni7
_chemical_formula_sum   'Fe9 Ni7'
_cell_volume   174.45683200
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Fe  Fe0  1  0.99810283  0.00000000  0.00145801  1
  Fe  Fe1  1  0.24934261  0.25059300  0.25060302  1
  Ni  Ni2  1  0.00028964  0.00000000  0.49924561  1
  Fe  Fe3  1  0.24939832  0.25067976  0.74936562  1
  Ni  Ni4  1  0.00036653  0.50000000  0.00085102  1
  Fe  Fe5  1  0.24934261  0.74940700  0.25060302  1
  Ni  Ni6  1  0.99963309  0.50000000  0.49930750  1
  Fe  Fe7  1  0.24939832  0.74932024  0.74936562  1
  Ni  Ni8  1  0.49935111  0.00000000  0.00040852  1
  Ni  Ni9  1  0.74996424  0.25010390  0.25028191  1
  Fe  Fe10  1  0.50151563  0.00000000  0.49867356  1
  Fe  Fe11  1  0.75072487  0.25064678  0.74941417  1
  Fe  Fe12  1  0.50167428  0.50000000  0.00139204  1
  Ni  Ni13  1  0.74996424  0.74989610  0.25028191  1
  Ni  Ni14  1  0.50020682  0.50000000  0.49933428  1
  Fe  Fe15  1  0.75072487  0.74935322  0.74941417  1
" 
274,Ni80Fe10Cr10_5,-206.375226742345, 189.981745062791,Ni80Fe10Cr10,"# generated using pymatgen
 data_Cr44(FeNi)5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.46704761
_cell_length_b   7.46704761
_cell_length_c   10.56000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cr44(FeNi)5
_chemical_formula_sum   'Cr44 Fe5 Ni5'
_cell_volume   588.79180800
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cr  Cr0  1  0.99968250  0.00112197  0.99961636  1
  Cr  Cr1  1  0.16516355  0.16562989  0.16667069  1
  Ni  Ni2  1  0.99714027  0.00237530  0.33493619  1
  Cr  Cr3  1  0.00055785  0.33665151  0.99875578  1
  Fe  Fe4  1  0.16515602  0.50158031  0.16498626  1
  Cr  Cr5  1  0.99952595  0.33435526  0.33207413  1
  Ni  Ni6  1  0.00288125  0.66235757  0.00088757  1
  Cr  Cr7  1  0.16476197  0.83299117  0.16720598  1
  Cr  Cr8  1  0.99928973  0.66614523  0.33093796  1
  Cr  Cr9  1  0.33269434  0.00026601  0.99945350  1
  Cr  Cr10  1  0.50008946  0.16843954  0.16602568  1
  Cr  Cr11  1  0.33273356  0.99978995  0.33274650  1
  Cr  Cr12  1  0.32953362  0.33509580  0.99932644  1
  Cr  Cr13  1  0.50115533  0.49899814  0.16661765  1
  Cr  Cr14  1  0.33219105  0.33458857  0.33132243  1
  Ni  Ni15  1  0.32958957  0.66435946  0.00100881  1
  Cr  Cr16  1  0.49766986  0.83158750  0.16287085  1
  Cr  Cr17  1  0.33351505  0.66591025  0.33255222  1
  Cr  Cr18  1  0.66649114  0.99943138  0.99974906  1
  Cr  Cr19  1  0.83383253  0.16819460  0.16884210  1
  Cr  Cr20  1  0.66730090  0.99860814  0.33238928  1
  Cr  Cr21  1  0.66923050  0.33412321  0.00150675  1
  Ni  Ni22  1  0.83547990  0.49979072  0.16557805  1
  Fe  Fe23  1  0.66888693  0.33351948  0.33210666  1
  Cr  Cr24  1  0.66949372  0.66492304  0.99963988  1
  Cr  Cr25  1  0.83711405  0.83185219  0.16382209  1
  Cr  Cr26  1  0.66752111  0.66601983  0.33164225  1
  Cr  Cr27  1  0.16465077  0.16643127  0.49983504  1
  Cr  Cr28  1  0.99896323  0.00222086  0.66603068  1
  Fe  Fe29  1  0.16520899  0.16796227  0.83387406  1
  Cr  Cr30  1  0.16659919  0.50059733  0.49991484  1
  Cr  Cr31  1  0.00044425  0.33441510  0.66959710  1
  Fe  Fe32  1  0.16626153  0.50266782  0.83518386  1
  Cr  Cr33  1  0.16459851  0.83464424  0.49801192  1
  Cr  Cr34  1  0.99992769  0.66457789  0.66796935  1
  Cr  Cr35  1  0.16596909  0.83284509  0.83449288  1
  Cr  Cr36  1  0.50118804  0.16913280  0.49861621  1
  Cr  Cr37  1  0.33313399  0.00134654  0.66768489  1
  Cr  Cr38  1  0.49851112  0.16834766  0.83528794  1
  Cr  Cr39  1  0.50127025  0.49808911  0.49946429  1
  Cr  Cr40  1  0.33041545  0.33387527  0.66939671  1
  Cr  Cr41  1  0.50143993  0.49976942  0.83357588  1
  Cr  Cr42  1  0.49968492  0.83228241  0.50128636  1
  Cr  Cr43  1  0.33324816  0.66632966  0.66561855  1
  Cr  Cr44  1  0.49792706  0.83133305  0.83547865  1
  Fe  Fe45  1  0.83295729  0.16670664  0.49822092  1
  Cr  Cr46  1  0.66659257  0.99867202  0.66790008  1
  Cr  Cr47  1  0.83326244  0.16826741  0.83354272  1
  Cr  Cr48  1  0.83245153  0.49791860  0.49969694  1
  Cr  Cr49  1  0.66858481  0.33304465  0.66639367  1
  Ni  Ni50  1  0.83731356  0.49970733  0.83492162  1
  Cr  Cr51  1  0.83555776  0.83373064  0.50016292  1
  Cr  Cr52  1  0.66854181  0.66635503  0.66859771  1
  Cr  Cr53  1  0.83661435  0.83002390  0.83597311  1
" 
275,NiFe30_7,-72.1860711855478, 217.925635682215,NiFe30,"# generated using pymatgen
 data_FeNi3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.97803174
_cell_length_b   4.97803174
_cell_length_c   7.04000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   FeNi3
_chemical_formula_sum   'Fe4 Ni12'
_cell_volume   174.45683200
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ni  Ni0  1  0.99999206  0.99971535  0.00065848  1
  Ni  Ni1  1  0.25000000  0.25000000  0.25000000  1
  Ni  Ni2  1  0.99999206  0.99971535  0.49934152  1
  Fe  Fe3  1  0.25000000  0.25000000  0.75000000  1
  Ni  Ni4  1  0.99999206  0.50028465  0.00065848  1
  Ni  Ni5  1  0.25000000  0.75000000  0.25000000  1
  Ni  Ni6  1  0.99999206  0.50028465  0.49934152  1
  Fe  Fe7  1  0.25000000  0.75000000  0.75000000  1
  Ni  Ni8  1  0.50000794  0.99971535  0.00065848  1
  Fe  Fe9  1  0.75000000  0.25000000  0.25000000  1
  Ni  Ni10  1  0.50000794  0.99971535  0.49934152  1
  Fe  Fe11  1  0.75000000  0.25000000  0.75000000  1
  Ni  Ni12  1  0.50000794  0.50028465  0.00065848  1
  Ni  Ni13  1  0.75000000  0.75000000  0.25000000  1
  Ni  Ni14  1  0.50000794  0.50028465  0.49934152  1
  Ni  Ni15  1  0.75000000  0.75000000  0.75000000  1
" 
276,Ni40Fe20Cr40_8,-223.800614902151, 172.078910477462,Ni40Fe20Cr40,"# generated using pymatgen
 data_Cr23Fe10Ni21
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.46704761
_cell_length_b   7.46704761
_cell_length_c   10.56000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cr23Fe10Ni21
_chemical_formula_sum   'Cr23 Fe10 Ni21'
_cell_volume   588.79180800
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cr  Cr0  1  0.00139972  0.99926695  0.99982300  1
  Ni  Ni1  1  0.17008006  0.16961541  0.17028451  1
  Cr  Cr2  1  0.99883553  0.99736033  0.33405070  1
  Cr  Cr3  1  0.00190902  0.33378491  0.00169108  1
  Ni  Ni4  1  0.16893985  0.49959141  0.16736388  1
  Ni  Ni5  1  0.00318576  0.33511543  0.33192249  1
  Ni  Ni6  1  0.99933668  0.66611210  0.00367847  1
  Cr  Cr7  1  0.16580462  0.83151923  0.16980722  1
  Cr  Cr8  1  0.99700227  0.66247384  0.33758321  1
  Cr  Cr9  1  0.33586436  0.00030591  0.00040763  1
  Ni  Ni10  1  0.50012904  0.16704619  0.17036555  1
  Ni  Ni11  1  0.33677534  0.00335073  0.33286488  1
  Cr  Cr12  1  0.33403442  0.33312390  0.00293879  1
  Fe  Fe13  1  0.50109126  0.50105264  0.16723087  1
  Ni  Ni14  1  0.33426035  0.33310570  0.33196670  1
  Ni  Ni15  1  0.33587335  0.66768229  0.00189984  1
  Fe  Fe16  1  0.50009533  0.83474200  0.16845963  1
  Cr  Cr17  1  0.33547613  0.66381532  0.33376822  1
  Fe  Fe18  1  0.66516323  0.99811345  0.00291779  1
  Cr  Cr19  1  0.83233562  0.16449711  0.16839647  1
  Ni  Ni20  1  0.66354907  0.99892455  0.33156243  1
  Fe  Fe21  1  0.66527262  0.33413124  0.00266240  1
  Fe  Fe22  1  0.83468471  0.50061761  0.16774490  1
  Cr  Cr23  1  0.66518233  0.33757756  0.33539548  1
  Fe  Fe24  1  0.66519135  0.66733988  0.00362654  1
  Ni  Ni25  1  0.82784597  0.82976292  0.16761909  1
  Ni  Ni26  1  0.66707189  0.66907588  0.33286462  1
  Cr  Cr27  1  0.16989947  0.16640670  0.49744811  1
  Ni  Ni28  1  0.00156340  0.99803583  0.66528391  1
  Ni  Ni29  1  0.16933697  0.16439538  0.83021811  1
  Ni  Ni30  1  0.16984019  0.49756156  0.49943341  1
  Cr  Cr31  1  0.99976670  0.33205196  0.66639143  1
  Cr  Cr32  1  0.16859729  0.50069214  0.83322080  1
  Fe  Fe33  1  0.16701630  0.83180661  0.50037845  1
  Cr  Cr34  1  0.99719753  0.66643665  0.66014636  1
  Cr  Cr35  1  0.16867576  0.83095567  0.82953329  1
  Fe  Fe36  1  0.50012239  0.17006317  0.49844452  1
  Fe  Fe37  1  0.33305326  0.00044599  0.66461090  1
  Cr  Cr38  1  0.50085116  0.16905962  0.83008116  1
  Ni  Ni39  1  0.49929431  0.50113092  0.50152919  1
  Ni  Ni40  1  0.33557045  0.33408625  0.66405634  1
  Cr  Cr41  1  0.49904550  0.50348696  0.83181244  1
  Cr  Cr42  1  0.49977400  0.83392200  0.49839713  1
  Ni  Ni43  1  0.33476586  0.66585556  0.66446657  1
  Fe  Fe44  1  0.49929864  0.83279045  0.83227349  1
  Cr  Cr45  1  0.83242520  0.16646520  0.49845706  1
  Cr  Cr46  1  0.66780882  0.99980705  0.66528517  1
  Cr  Cr47  1  0.83359871  0.16658528  0.83346901  1
  Ni  Ni48  1  0.82927086  0.50165904  0.49969992  1
  Ni  Ni49  1  0.66298104  0.33638073  0.66423109  1
  Cr  Cr50  1  0.82914720  0.50077487  0.83446612  1
  Ni  Ni51  1  0.82966898  0.83244705  0.49860188  1
  Ni  Ni52  1  0.66299522  0.66631750  0.66478098  1
  Cr  Cr53  1  0.83204491  0.83127534  0.83438674  1
" 
